TraesCS1A03G0255000.1	13
TraesCS1A03G0255200.1	41
TraesCS1A03G0255300.1	41
TraesCS1A03G0255700LC.2	16
TraesCS1A03G0256500.1	112
TraesCS1A03G0256600.1	3
TraesCS1A03G0257300LC.1	3
TraesCS1A03G0257400LC.1	2
TraesCS1A03G0257600LC.1	1
TraesCS1A03G0257700.1	38
TraesCS1A03G0258300.1	1173
TraesCS1A03G0258400LC.1	2
TraesCS1A03G0259700.1	9
TraesCS1A03G0260200.3	7
TraesCS1A03G0260300LC.1	6
TraesCS1A03G0260600.2	2
TraesCS1A03G0261200.1	3
TraesCS1A03G0261800LC.1	1
TraesCS1A03G0262300LC.1	4
TraesCS1A03G0262400.1	9
TraesCS1A03G0262700LC.1	6
TraesCS1A03G0262800LC.1	4
TraesCS1A03G0262900LC.1	8
TraesCS1A03G0263100LC.1	1
TraesCS1A03G0263400.1	6
TraesCS1A03G0263700.1	3
TraesCS1A03G0264400LC.1	17
TraesCS1A03G0264500.1	1
TraesCS1A03G0266600.1	9
TraesCS1A03G0267500.1	14
TraesCS1A03G0268100.1	22
TraesCS1A03G0268200.1	10
TraesCS1A03G0268400LC.1	51
TraesCS1A03G0269100LC.1	3
TraesCS1A03G0269200LC.1	4
TraesCS1A03G0272100.1	2
TraesCS1A03G0272200.1	67
TraesCS1A03G0273000.1	90
TraesCS1A03G0273100.1	275
TraesCS1A03G0276000.1	1
TraesCS1A03G0276700LC.1	2
TraesCS1A03G0276800LC.1	2
TraesCS1A03G0277400.1	2
TraesCS1A03G0277900LC.1	3
TraesCS1A03G0278000LC.1	6
TraesCS1A03G0279000LC.1	1
TraesCS1A03G0279300LC.1	7
TraesCS1A03G0279700.1	38
TraesCS1A03G0279800.1	1
TraesCS1A03G0280200.1	1
TraesCS1A03G0280800.1	152
TraesCS1A03G0280900.1	11
TraesCS1A03G0282500LC.1	3
TraesCS1A03G0282600LC.1	1
TraesCS1A03G0282900LC.1	1
TraesCS1A03G0283100.1	116
TraesCS1A03G0283500LC.1	1
TraesCS1A03G0284000.3	18
TraesCS1A03G0284800.2	27
TraesCS1A03G0286100.1	8
TraesCS1A03G0286200.1	2
TraesCS1A03G0286400LC.1	3
TraesCS1A03G0286600LC.1	1
TraesCS1A03G0286700.1	24
TraesCS1A03G0288100LC.1	1
TraesCS1A03G0288500.1	65
TraesCS1A03G0289500LC.1	6
TraesCS1A03G0289600LC.1	3
TraesCS1A03G0289900LC.1	2
TraesCS1A03G0290000LC.1	1
TraesCS1A03G0290300.1	76
TraesCS1A03G0290600LC.2	38
TraesCS1A03G0291600.1	7
TraesCS1A03G0292800.1	2
TraesCS1A03G0293000LC.1	14
TraesCS1A03G0293600LC.1	14
TraesCS1A03G0293900.1	1
TraesCS1A03G0294200.1	3
TraesCS1A03G0294600.1	95
TraesCS1A03G0294900.1	20
TraesCS1A03G0295200.1	186
TraesCS1A03G0295800LC.1	1
TraesCS1A03G0296100LC.1	1
TraesCS1A03G0296500.1	2
TraesCS1A03G0296700.2	5
TraesCS1A03G0297300.1	45
TraesCS1A03G0298600.1	41
TraesCS1A03G0298800LC.1	2
TraesCS1A03G0299200.1	2
TraesCS1A03G0299700.4	23
TraesCS1A03G0300900LC.1	1
TraesCS1A03G0301200.1	8
TraesCS1A03G0301300.1	1
TraesCS1A03G0301700LC.1	1
TraesCS1A03G0302200LC.1	1
TraesCS1A03G0302300LC.1	3
TraesCS1A03G0302500LC.1	2
TraesCS1A03G0302700.1	396
TraesCS1A03G0302900LC.1	1
TraesCS1A03G0303000LC.1	1
TraesCS1A03G0303800.1	42
TraesCS1A03G0304300LC.1	50
TraesCS1A03G0304700.1	1
TraesCS1A03G0304900.1	12
TraesCS1A03G0305200LC.1	29
TraesCS1A03G0305800LC.1	11
TraesCS1A03G0305900LC.1	1
TraesCS1A03G0306700.1	10
TraesCS1A03G0306800LC.1	4
TraesCS1A03G0308000LC.1	18
TraesCS1A03G0308100.1	1
TraesCS1A03G0309300.1	2
TraesCS1A03G0309900.1	20
TraesCS1A03G0310300LC.1	1
TraesCS1A03G0310800.1	50
TraesCS1A03G0311400.1	3
TraesCS1A03G0311500LC.1	5
TraesCS1A03G0312000.1	11
TraesCS1A03G0316300.1	16
TraesCS1A03G0317900LC.1	25
TraesCS1A03G0318000LC.1	12
TraesCS1A03G0318100LC.1	16
TraesCS1A03G0318200LC.1	142
TraesCS1A03G0318600.1	6
TraesCS1A03G0318700LC.1	1
TraesCS1A03G0318800LC.1	4
TraesCS1A03G0319000.1	151
TraesCS1A03G0319700.1	1
TraesCS1A03G0320300.1	6
TraesCS1A03G0320700LC.1	48
TraesCS1A03G0321300.1	56
TraesCS1A03G0322200.1	50
TraesCS1A03G0322400LC.1	8
TraesCS1A03G0323100LC.1	5
TraesCS1A03G0323800.1	1
TraesCS1A03G0324000.3	40
TraesCS1A03G0325200LC.1	2
TraesCS1A03G0326300LC.1	1
TraesCS1A03G0326400LC.1	1
TraesCS1A03G0326800.1	1
TraesCS1A03G0329000.1	3
TraesCS1A03G0329200LC.1	5
TraesCS1A03G0329300LC.1	22
TraesCS1A03G0329700.1	40
TraesCS1A03G0330800.4	43
TraesCS1A03G0331200.2	2
TraesCS1A03G0331300LC.1	1
TraesCS1A03G0331400LC.1	13
TraesCS1A03G0331800LC.1	2
TraesCS1A03G0332500.1	1
TraesCS1A03G0333400.1	5
TraesCS1A03G0334100.1	18
TraesCS1A03G0334200LC.1	13
TraesCS1A03G0334400LC.1	1
TraesCS1A03G0335800.1	8
TraesCS1A03G0336400LC.1	10
TraesCS1A03G0336600LC.1	1
TraesCS1A03G0336700LC.1	2
TraesCS1A03G0336800LC.1	1
TraesCS1A03G0337200.3	15
TraesCS1A03G0338800LC.1	2
TraesCS1A03G0339400.2	223
TraesCS1A03G0340300LC.1	1
TraesCS1A03G0340700LC.1	5
TraesCS1A03G0340800LC.1	3
TraesCS1A03G0341000.2	48
TraesCS1A03G0341400LC.1	110
TraesCS1A03G0342100.4	23
TraesCS1A03G0342300.2	302
TraesCS1A03G0343000.1	63
TraesCS1A03G0344500LC.1	19
TraesCS1A03G0346200LC.1	1
TraesCS1A03G0346700.1	29
TraesCS1A03G0347000.2	3
TraesCS1A03G0347400.2	13
TraesCS1A03G0347900LC.1	2
TraesCS1A03G0348000LC.1	13
TraesCS1A03G0348100LC.1	3
TraesCS1A03G0348200LC.1	1
TraesCS1A03G0349500.1	2
TraesCS1A03G0350600LC.1	1
TraesCS1A03G0350800.1	3
TraesCS1A03G0351400LC.1	3
TraesCS1A03G0351500LC.1	55
TraesCS1A03G0351600LC.1	8
TraesCS1A03G0351700LC.1	3
TraesCS1A03G0351800LC.1	33
TraesCS1A03G0351900LC.1	17
TraesCS1A03G0352100.1	6
TraesCS1A03G0352200LC.1	23
TraesCS1A03G0352600.2	49
TraesCS1A03G0355000.1	2
TraesCS1A03G0357900LC.1	3
TraesCS1A03G0358400LC.1	5
TraesCS1A03G0358500LC.1	1
TraesCS1A03G0358800LC.1	9
TraesCS1A03G0359500.3	5
TraesCS1A03G0359900LC.1	4
TraesCS1A03G0360400LC.1	4
TraesCS1A03G0360500LC.1	2
TraesCS1A03G0360600.2	9
TraesCS1A03G0360900LC.1	1
TraesCS1A03G0361500.1	16
TraesCS1A03G0361800LC.1	3
TraesCS1A03G0362200.1	43
TraesCS1A03G0362300LC.1	7
TraesCS1A03G0362600LC.1	42
TraesCS1A03G0362800LC.2	56
TraesCS1A03G0364800.3	41
TraesCS1A03G0366900LC.1	3
TraesCS1A03G0367200LC.1	6
TraesCS1A03G0368200LC.1	1
TraesCS1A03G0368300LC.1	1
TraesCS1A03G0368400LC.1	3
TraesCS1A03G0369600.1	4
TraesCS1A03G0369700.1	24
TraesCS1A03G0369900LC.1	2
TraesCS1A03G0370000.5	39
TraesCS1A03G0370500LC.1	1
TraesCS1A03G0370700.1	63
TraesCS1A03G0371000.1	1
TraesCS1A03G0372800.2	1
TraesCS1A03G0374400.1	5
TraesCS1A03G0374600.2	12
TraesCS1A03G0376700.1	47
TraesCS1A03G0376800LC.1	15
TraesCS1A03G0376900.1	5
TraesCS1A03G0377000LC.1	3
TraesCS1A03G0377100.1	1
TraesCS1A03G0377200.2	6
TraesCS1A03G0378500.1	7
TraesCS1A03G0378800LC.1	1
TraesCS1A03G0378900LC.1	1
TraesCS1A03G0380000.2	7
TraesCS1A03G0380700LC.1	6
TraesCS1A03G0381000.5	25
TraesCS1A03G0381300LC.1	1
TraesCS1A03G0382300.4	2
TraesCS1A03G0382500LC.1	5
TraesCS1A03G0383400.1	2
TraesCS1A03G0383500.2	72
TraesCS1A03G0383700LC.1	9
TraesCS1A03G0383800LC.1	5
TraesCS1A03G0384000LC.1	5
TraesCS1A03G0384900.1	38
TraesCS1A03G0385800.1	3
TraesCS1A03G0386000LC.1	1
TraesCS1A03G0386600.1	1
TraesCS1A03G0387000.1	1
TraesCS1A03G0387100.1	26
TraesCS1A03G0387600LC.1	2
TraesCS1A03G0387700LC.1	1
TraesCS1A03G0388400LC.1	4
TraesCS1A03G0389800.1	1
TraesCS1A03G0392000.1	267
TraesCS1A03G0393300.1	1
TraesCS1A03G0393700.1	35
TraesCS1A03G0394400LC.1	11
TraesCS1A03G0395900.1	7
TraesCS1A03G0396400.1	19
TraesCS1A03G0397700.4	26
TraesCS1A03G0398600LC.1	4
TraesCS1A03G0398900.2	23
TraesCS1A03G0400100LC.1	2
TraesCS1A03G0400500.1	2
TraesCS1A03G0402200.1	1
TraesCS1A03G0402400.1	4
TraesCS1A03G0402900.1	27
TraesCS1A03G0403100.1	125
TraesCS1A03G0403200LC.1	1
TraesCS1A03G0403300.1	1
TraesCS1A03G0403400.1	97
TraesCS1A03G0404300.1	147
TraesCS1A03G0404400LC.1	1
TraesCS1A03G0404500.1	3
TraesCS1A03G0404600.1	26
TraesCS1A03G0405700.2	1
TraesCS1A03G0405800.1	18
TraesCS1A03G0407000.1	7
TraesCS1A03G0407200.1	3
TraesCS1A03G0407300.1	3
TraesCS1A03G0407700.3	4
TraesCS1A03G0408100.3	35
TraesCS1A03G0408500.1	9
TraesCS1A03G0409400.1	284
TraesCS1A03G0410200.1	30
TraesCS1A03G0410500LC.1	25
TraesCS1A03G0410700.1	72
TraesCS1A03G0410800.1	3
TraesCS1A03G0411300.1	16
TraesCS1A03G0412000.1	20
TraesCS1A03G0412500LC.1	10
TraesCS1A03G0412600LC.1	38
TraesCS1A03G0412700LC.1	32
TraesCS1A03G0413200.1	108
TraesCS1A03G0413400.1	6
TraesCS1A03G0413800.4	72
TraesCS1A03G0413900.1	46
TraesCS1A03G0414600.2	14
TraesCS1A03G0414800.2	64
TraesCS1A03G0416100LC.1	2
TraesCS1A03G0416200LC.2	25
TraesCS1A03G0416500LC.1	13
TraesCS1A03G0418900.1	14
TraesCS1A03G0419300.1	2
TraesCS1A03G0419500.1	99
TraesCS1A03G0419600.1	1
TraesCS1A03G0420300.1	48
TraesCS1A03G0420500.1	44
TraesCS1A03G0420600LC.1	4
TraesCS1A03G0420700LC.1	2
TraesCS1A03G0423700.1	55
TraesCS1A03G0425300.1	25
TraesCS1A03G0425700LC.1	40
TraesCS1A03G0425900.2	28
TraesCS1A03G0426600.1	12
TraesCS1A03G0426800LC.1	76
TraesCS1A03G0427800.1	53
TraesCS1A03G0427900.1	11
TraesCS1A03G0428100.1	5
TraesCS1A03G0428400.1	262
TraesCS1A03G0428500LC.1	28
TraesCS1A03G0428600.1	75
TraesCS1A03G0428800.1	6
TraesCS1A03G0429000.1	34
TraesCS1A03G0429500.1	96
TraesCS1A03G0429600.1	2
TraesCS1A03G0429700.2	16
TraesCS1A03G0429800.1	2
TraesCS1A03G0432500.1	3
TraesCS1A03G0432600.2	3
TraesCS1A03G0432800.1	5
TraesCS1A03G0432900.2	16
TraesCS1A03G0433600.1	36
TraesCS1A03G0434100.1	225
TraesCS1A03G0434500LC.1	1
TraesCS1A03G0434700LC.1	29
TraesCS1A03G0434800.1	17
TraesCS1A03G0435700.1	38
TraesCS1A03G0438300.2	24
TraesCS1A03G0438500.1	16
TraesCS1A03G0439500LC.1	3
TraesCS1A03G0439700.2	68
TraesCS1A03G0440300LC.2	1
TraesCS1A03G0441900.1	3
TraesCS1A03G0442200LC.1	27
TraesCS1A03G0442300LC.1	5
TraesCS1A03G0442400.2	10
TraesCS1A03G0442700.1	2
TraesCS1A03G0442800.1	1
TraesCS1A03G0443200LC.1	7
TraesCS1A03G0443600LC.1	109
TraesCS1A03G0444200LC.1	66
TraesCS1A03G0444300.1	1
TraesCS1A03G0445400LC.1	20
TraesCS1A03G0445600.3	198
TraesCS1A03G0446300LC.3	11
TraesCS1A03G0446400LC.1	1
TraesCS1A03G0447700.2	6
TraesCS1A03G0447800.1	311
TraesCS1A03G0448400.1	79
TraesCS1A03G0448800.1	74
TraesCS1A03G0448900LC.1	1
TraesCS1A03G0449000LC.1	4
TraesCS1A03G0449400.1	4
TraesCS1A03G0449500LC.1	3
TraesCS1A03G0449900.1	806
TraesCS1A03G0450000.1	46
TraesCS1A03G0450700.1	17
TraesCS1A03G0450800.1	8
TraesCS1A03G0451800.2	86
TraesCS1A03G0452600.1	78
TraesCS1A03G0452700.1	1
TraesCS1A03G0452800.1	8
TraesCS1A03G0454100.1	93
TraesCS1A03G0454300LC.1	16
TraesCS1A03G0454700.1	32
TraesCS1A03G0455000.1	24
TraesCS1A03G0455100.1	3
TraesCS1A03G0455600.1	2
TraesCS1A03G0455700.1	227
TraesCS1A03G0455800.1	117
TraesCS1A03G0455900.1	36
TraesCS1A03G0456100.1	3
TraesCS1A03G0456200.2	1
TraesCS1A03G0457400.1	28
